"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","zip.code","residential.units","commercial.units","total.units","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.date","sale.price","gross.square.feet","land.square.feet","furnished.at.time.of.sale","year_group"
"1558",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",6761,41,NA,"A1"," 1580 E.15TH STREET                        ",11230,1,0,1,1920,1," A1 ","6/3/15",630000,1776,2000,1,"< 1940"
"1559",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",6766,95,NA,"A1"," 1527 EAST 19TH   STREET                   ",11230,1,0,1,1925,1," A1 ","11/5/15",1330000,1434,3353,1,"< 1940"
"1560",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",6775,22,NA,"A1"," 1640 EAST 13TH   STREET                   ",11229,1,0,1,1915,1," A1 ","2/9/15",675000,1882,2400,0,"< 1940"
"1561",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7549,23,NA,"A1"," 891 EAST 21ST   STREET                    ",11210,1,0,1,1920,1," A1 ","11/5/15",725000,1616,4000,1,"< 1940"
"1562",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7549,41,NA,"A1"," 2104 GLENWOOD ROAD                        ",11210,1,0,1,1910,1," A1 ","10/1/15",1e+05,2029,4000,0,"< 1940"
"1563",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7550,56,NA,"S1"," 726 EAST 23RD   STREET                    ",11210,1,1,2,1920,1," S1 ","6/25/15",775000,2640,4000,1,"< 1940"
"1564",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7554,36,NA,"A1"," 713 EAST 26TH STREET                      ",11210,1,0,1,1920,1," A1 ","11/12/15",753000,1131,3000,1,"< 1940"
"1565",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7571,80,NA,"A9"," 880 EAST 26TH   STREET                    ",11210,1,0,1,1915,1," A9 ","3/19/15",550000,1152,2167,1,"< 1940"
"1566",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7572,8,NA,"A9"," 2605 AVENUE I                             ",11210,1,0,1,1915,1," A9 ","2/12/15",510000,1152,2000,1,"< 1940"
"1567",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7574,7,NA,"A1"," 2801 AVENUE I                             ",11210,1,0,1,1930,1," A1 ","12/11/15",966750,3225,2875,1,"< 1940"
"1568",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7574,22,NA,"A9"," 857 EAST 28TH   STREET                    ",11210,1,0,1,1925,1," A9 ","11/17/15",605000,1440,2000,1,"< 1940"
"1569",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7586,26,NA,"A1"," 1025 EAST 22ND STREET                     ",11210,1,0,1,1920,1," A1 ","7/27/15",450000,6250,4000,1,"< 1940"
"1570",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7587,1,NA,"A1"," 2323 AVENUE J                             ",11210,1,0,1,1925,1," A1 ","8/4/15",2e+06,3286,5000,1,"< 1940"
"1571",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7590,75,NA,"S0"," 974 EAST 27TH STREET                      ",11210,1,2,3,1930,1," S0 ","9/19/15",340000,2520,2542,0,"< 1940"
"1572",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7591,46,NA,"A9"," 2714 AVENUE I                             ",11210,1,0,1,1925,1," A9 ","9/10/15",680000,1376,1800,0,"< 1940"
"1573",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7592,2,NA,"A9"," 2817 AVENUE J                             ",11210,1,0,1,1920,1," A9 ","6/17/15",685000,1326,2042,0,"< 1940"
"1574",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7604,72,NA,"A1"," 1066 EAST 23RD STREET                     ",11210,1,0,1,1910,1," A1 ","8/26/15",1500000,2752,4000,1,"< 1940"
"1575",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7609,31,NA,"A1"," 1035 EAST 27                              ",11210,1,0,1,1925,1," A1 ","7/9/15",1262500,2560,2667,0,"< 1940"
"1576",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7610,51,NA,"A1"," 1018 EAST 29TH   STREET                   ",11210,1,0,1,1925,1," A1 ","4/17/15",845000,1712,3000,1,"< 1940"
"1577",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7610,70,NA,"A1"," 1064 EAST 29TH   STREET                   ",11210,1,0,1,1925,1," A1 ","9/10/15",635000,1552,2667,0,"< 1940"
"1578",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7611,15,NA,"A9"," 1073 EAST 29TH STREET                     ",11210,1,0,1,1925,1," A9 ","3/18/15",477750,1092,2100,1,"< 1940"
"1579",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7620,75,NA,"A5"," 1308 EAST 21ST   STREET                   ",11210,1,0,1,1925,1," A5 ","4/14/15",1440000,2944,4000,0,"< 1940"
"1580",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7621,78,NA,"A1"," 1246 EAST 22ND STREET                     ",11210,1,0,1,1920,1," A1 ","6/1/15",1702000,2088,3500,1,"< 1940"
"1581",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7622,55,NA,"A1"," 1124 EAST 23RD STREET                     ",11210,1,0,1,1915,1," A1 ","11/17/15",1150000,1864,3000,0,"< 1940"
"1582",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7624,53,NA,"S1"," 3242 BEDFORD AVENUE                       ",11210,1,1,2,1925,1," S1 ","10/16/15",1050000,1725,3750,1,"< 1940"
"1583",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7627,76,NA,"A1"," 1176 EAST 28TH   STREET                   ",11210,1,0,1,1925,1," A1 ","11/30/15",795500,1346,2700,1,"< 1940"
"1584",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7629,22,NA,"A9"," 1157 EAST 29TH   STREET                   ",11210,1,0,1,1925,1," A9 ","11/17/15",5e+05,1632,2048,1,"< 1940"
"1585",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7640,23,NA,"A1"," 1321 EAST 22ND STREET                     ",11210,1,0,1,1920,1," A1 ","8/5/15",615000,2186,3000,1,"< 1940"
"1586",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7640,32,NA,"A1"," 1299 EAST 22ND   STREET                   ",11210,1,0,1,1920,1," A1 ","7/30/15",811000,2438,3500,1,"< 1940"
"1587",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7640,65,NA,"A1"," 1242 EAST 23RD   STREET                   ",11210,1,0,1,1920,1," A1 ","7/29/15",1165000,2028,3000,1,"< 1940"
"1588",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7642,51,NA,"A1"," 3332 BEDFORD AVENUE                       ",11210,1,0,1,1910,1," A1 ","9/11/15",850000,1852,2500,1,"< 1940"
"1589",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7644,4,NA,"A1"," 2615 AVENUE M                             ",11210,1,0,1,1925,1," A1 ","5/7/15",1050000,2152,4000,0,"< 1940"
"1590",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7644,8,NA,"A1"," 2605 AVENUE M                             ",11210,1,0,1,1925,1," A1 ","12/1/15",1350000,2152,4000,1,"< 1940"
"1591",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7646,30,NA,"A1"," 1237 EAST 28TH STREET                     ",11210,1,0,1,1925,1," A1 ","12/31/15",940000,1961,2850,1,"< 1940"
"1592",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7646,39,NA,"A5"," 1217 EAST 28 STREET                       ",11210,1,0,1,1925,1," A5 ","12/31/15",940000,1462,3000,1,"< 1940"
"1593",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7646,40,NA,"A5"," 1215 EAST 28TH   STREET                   ",11210,1,0,1,1925,1," A5 ","7/30/15",760000,1462,3000,1,"< 1940"
"1594",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7656,11,NA,"A1"," 1472 EAST 21ST STREET                     ",11210,1,0,1,1915,1," A1 ","3/25/15",9e+05,1592,2567,1,"< 1940"
"1595",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7658,35,NA,"A1"," 1385 EAST 22ND STREET                     ",11210,1,0,1,1925,1," A1 ","3/18/15",999900,1916,4000,1,"< 1940"
"1596",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7659,40,NA,"A1"," 2304 AVENUE M                             ",11210,1,0,1,1910,1," A1 ","6/30/15",1350000,3116,4000,1,"< 1940"
"1597",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7659,48,NA,"A1"," 2320 AVENUE M                             ",11210,1,0,1,1910,1," A1 ","8/11/15",1200000,2990,4000,1,"< 1940"
"1598",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7660,39,NA,"A1"," 1315 EAST 24TH   STREET                   ",11210,1,0,1,1915,1," A1 ","3/30/15",1624750,3150,4000,1,"< 1940"
"1599",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7661,45,NA,"A5"," 2524 AVENUE M                             ",11210,1,0,1,1905,1," A5 ","3/31/15",1050000,1484,2300,1,"< 1940"
"1600",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7663,3,NA,"A1"," 2717 AVENUE N                             ",11210,1,0,1,1925,1," A1 ","3/31/15",828000,1951,3333,0,"< 1940"
"1601",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7663,21,NA,"A9"," 1367 EAST 27TH STREET                     ",11210,1,0,1,1925,1," A9 ","5/28/15",525500,1339,2000,1,"< 1940"
"1602",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7663,56,NA,"A9"," 1318 EAST 28TH   STREET                   ",11210,1,0,1,1925,1," A9 ","12/30/15",675000,1326,2000,0,"< 1940"
"1603",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7663,60,NA,"A9"," 1328 EAST 28TH STREET                     ",11210,1,0,1,1925,1," A9 ","5/7/15",625000,1326,2000,1,"< 1940"
"1604",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7663,70,NA,"A9"," 1350 EAST 28TH STREET                     ",11210,1,0,1,1925,1," A9 ","12/1/15",7e+05,1480,2750,1,"< 1940"
"1605",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7663,80,NA,"A1"," 1372 EAST 28TH   STREET                   ",11210,1,0,1,1925,1," A1 ","8/5/15",860000,1886,3000,1,"< 1940"
"1606",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7665,14,NA,"A1"," 1377 EAST 29TH   STREET                   ",11210,1,0,1,1930,1," A1 ","4/1/15",777000,1408,2500,1,"< 1940"
"1607",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7674,86,NA,"A9"," 1596 EAST 21                              ",11210,1,0,1,1930,1," A9 ","7/21/15",750000,1404,2383,1,"< 1940"
"1608",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7674,94,NA,"A9"," 2019 AVENUE O                             ",11210,1,0,1,1930,1," A9 ","8/26/15",699000,1520,3000,1,"< 1940"
"1609",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7675,25,NA,"A9"," 1587 EAST 21ST   STREET                   ",11210,1,0,1,1930,1," A9 ","1/15/16",714000,1176,2000,1,"< 1940"
"1610",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7676,60,NA,"A1"," 1535 EAST 22ND   STREET                   ",11210,1,0,1,1925,1," A1 ","7/7/15",760000,1660,2500,1,"< 1940"
"1611",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7677,27,NA,"A1"," 1440 EAST 24TH   STREET                   ",11210,1,0,1,1915,1," A1 ","7/27/15",850000,1510,3367,1,"< 1940"
"1612",3,"MIDWOOD                  ","01  ONE FAMILY DWELLINGS","1",7680,31,NA,"A1"," 1439 EAST 26TH   STREET                   ",11210,1,0,1,1925,1," A1 ","4/1/15",6e+05,1600,2700,1,"< 1940"
"1613",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8464,44,NA,"A2"," 6303 STRICKLAND AVENUE                    ",11234,1,0,1,1955,1," A2 ","8/4/15",620000,972,4500,1,"1940 - 1979"
"1614",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8465,17,NA,"A1"," 2128 EAST 65 STREET                       ",11234,1,0,1,1950,1," A1 ","6/2/15",960000,1944,5000,1,"1940 - 1979"
"1615",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8465,51,NA,"A2"," 2163 EAST 64TH   STREET                   ",11234,1,0,1,1950,1," A2 ","9/17/15",649000,972,5000,1,"1940 - 1979"
"1616",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8466,21,NA,"S1"," 2136 EAST 66TH STREET                     ",11234,1,1,2,1960,1," S1 ","1/11/16",618047,2281,3775,1,"1940 - 1979"
"1617",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8466,35,NA,"A2"," 2170 EAST 66TH   STREET                   ",11234,1,0,1,1960,1," A2 ","9/16/15",7e+05,1937,3775,1,"1940 - 1979"
"1618",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8470,2033,NA,"A1"," 38 HARBOR DRIVE                           ",11234,1,0,1,2005,1," A1 ","7/29/15",1069162,2916,5137,0,"> 1979"
"1619",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8470,2035,NA,"A1"," 30 HARBOR DRIVE                           ",11234,1,0,1,2005,1," A1 ","3/26/15",972428,2916,5137,1,"> 1979"
"1620",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8470,2047,NA,"A1"," 22 HARBOR DR                              ",11234,1,0,1,2005,1," A1 ","1/12/16",1145531,2916,6231,1,"> 1979"
"1621",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8470,2051,NA,"A1"," 22 BELL POINT DRIVE                       ",11234,1,0,1,2005,1," A1 ","3/24/15",1094618,2922,6138,1,"> 1979"
"1622",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8592,84,NA,"A9"," 2400 NATIONAL DRIVE                       ",11234,1,0,1,1965,1," A9 ","10/28/15",1450000,3972,6840,0,"1940 - 1979"
"1623",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8593,80,NA,"A5"," 2774 MILL AVENUE                          ",11234,1,0,1,1960,1," A5 ","9/25/15",640000,2091,2325,1,"1940 - 1979"
"1624",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8593,81,NA,"A5"," 2776 MILL AVENUE                          ",11234,1,0,1,1960,1," A5 ","8/27/15",545000,1530,1792,0,"1940 - 1979"
"1625",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8593,84,NA,"A5"," 2782 MILL AVENUE                          ",11234,1,0,1,1960,1," A5 ","9/25/15",150000,1530,1792,1,"1940 - 1979"
"1626",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8594,78,NA,"A5"," 2790 EAST 63RD   STREET                   ",11234,1,0,1,1960,1," A5 ","9/18/15",2e+05,1584,1800,1,"1940 - 1979"
"1627",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8594,91,NA,"A5"," 2791 MILL AVENUE                          ",11234,1,0,1,1960,1," A5 ","12/29/15",512000,1700,1792,1,"1940 - 1979"
"1628",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8595,4,NA,"A5"," 2773 EAST 63RD   STREET                   ",11234,1,0,1,1965,1," A5 ","10/28/15",598000,2045,1800,1,"1940 - 1979"
"1629",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8595,6,NA,"A5"," 2769 EAST 63RD   STREET                   ",11234,1,0,1,1965,1," A5 ","10/15/15",689000,2028,1800,1,"1940 - 1979"
"1630",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8595,42,NA,"A5"," 2720 EAST 64TH STREET                     ",11234,1,0,1,1965,1," A5 ","2/26/15",560000,1260,2300,1,"1940 - 1979"
"1631",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8595,65,NA,"A5"," 2776 EAST 64TH STREET                     ",11234,1,0,1,1965,1," A5 ","3/10/15",525000,1260,2300,0,"1940 - 1979"
"1632",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8595,66,NA,"A5"," 2778 EAST 64TH   STREET                   ",11234,1,0,1,1965,1," A5 ","6/29/15",650500,1260,2300,1,"1940 - 1979"
"1633",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8597,4,NA,"A5"," 2769 EAST 64TH   STREET                   ",11234,1,0,1,1965,1," A5 ","9/10/15",537000,1324,2300,0,"1940 - 1979"
"1634",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8597,38,NA,"A5"," 2280 56TH   DRIVE                         ",11234,1,0,1,1960,1," A5 ","8/4/15",660000,1890,4560,1,"1940 - 1979"
"1635",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8599,31,NA,"A1"," 2723 EAST 66 STREET                       ",11234,1,0,1,1970,1," A1 ","2/20/15",1115000,2426,4042,1,"1940 - 1979"
"1636",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8599,68,NA,"A1"," 2748 WHITMAN DR                           ",11234,1,0,1,1970,1," A1 ","11/24/15",900500,1997,4000,1,"1940 - 1979"
"1637",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8602,13,NA,"A1"," 2671 EAST 66TH STREET                     ",11234,1,0,1,1965,1," A1 ","7/15/15",1400000,2300,7000,1,"1940 - 1979"
"1638",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8602,21,NA,"A1"," 2655 EAST 66 STREET                       ",11234,1,0,1,1965,1," A1 ","12/15/15",1100000,2100,8035,1,"1940 - 1979"
"1639",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8607,67,NA,"A3"," 352 WHITMAN DRIVE                         ",11234,1,0,1,1960,1," A3 ","9/22/15",999100,2578,4000,1,"1940 - 1979"
"1640",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8607,71,NA,"A3"," 360 WHITMAN DRIVE                         ",11234,1,0,1,1960,1," A3 ","5/28/15",8e+05,2100,5380,0,"1940 - 1979"
"1641",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8612,97,NA,"A2"," 325 ARKANSAS DRIVE                        ",11234,1,0,1,1960,1," A2 ","10/2/15",999000,2311,4200,1,"1940 - 1979"
"1642",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8615,33,NA,"A1"," 29 MONTANA PLACE                          ",11234,1,0,1,1965,1," A1 ","7/29/15",1200000,2236,4354,1,"1940 - 1979"
"1643",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8616,80,NA,"A1"," 23 WHITMAN DRIVE                          ",11234,1,0,1,1960,1," A1 ","3/25/15",1350000,3720,11275,0,"1940 - 1979"
"1644",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8617,5,NA,"A2"," 14 BASSETT AVENUE                         ",11234,1,0,1,1960,1," A2 ","4/27/15",750000,2092,4200,1,"1940 - 1979"
"1645",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8618,26,NA,"A2"," 186 BARLOW DRIVE SOUTH                    ",11234,1,0,1,1960,1," A2 ","4/28/15",890000,1836,4300,1,"1940 - 1979"
"1646",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8621,38,NA,"A3"," 220 WHITMAN DR.                           ",11234,1,0,1,1960,1," A3 ","7/29/15",1100000,3386,4283,1,"1940 - 1979"
"1647",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8623,10,NA,"A3"," 26 BARLOW DRIVE NORTH                     ",11234,1,0,1,1960,1," A3 ","10/20/15",995000,2584,5733,1,"1940 - 1979"
"1648",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8624,19,NA,"A3"," 41 GAYLORD DRIVE NORTH                    ",11234,1,0,1,1960,1," A3 ","7/14/15",1050000,3009,4750,1,"1940 - 1979"
"1649",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8628,25,NA,"A3"," 166 WHITMAN DRIVE                         ",11234,1,0,1,1965,1," A3 ","12/8/15",930000,2320,5392,1,"1940 - 1979"
"1650",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8628,41,NA,"A9"," 325 MAYFAIR DRIVE NORTH                   ",11234,1,0,1,1965,1," A9 ","11/30/15",1150000,2320,5108,1,"1940 - 1979"
"1651",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8628,45,NA,"A1"," 317 MAYFAIR DRIVE NORTH                   ",11234,1,0,1,1965,1," A1 ","7/10/15",1140000,2720,5108,1,"1940 - 1979"
"1652",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8632,26,NA,"A1"," 2278 EAST 66 STREET                       ",11234,1,0,1,1960,1," A1 ","11/17/15",825000,2480,5367,0,"1940 - 1979"
"1653",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8634,37,NA,"A2"," 2257 EAST 63RD STREET                     ",11234,1,0,1,1950,1," A2 ","8/11/15",640000,1252,4700,0,"1940 - 1979"
"1654",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8637,1,NA,"A1"," 2304 EAST 64 STREET                       ",11234,1,0,1,1950,1," A1 ","5/1/15",995000,2991,4600,1,"1940 - 1979"
"1655",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8639,25,NA,"A1"," 2406 EAST 65 STREET                       ",11234,1,0,1,1965,1," A1 ","3/17/15",850000,2720,6200,1,"1940 - 1979"
"1656",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8640,57,NA,"A4"," 2440 EAST 66TH   STREET                   ",11234,1,0,1,1960,1," A4 ","10/1/15",1060000,2592,5450,0,"1940 - 1979"
"1657",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8642,1,NA,"A1"," 484 MAYFAIR DRIVE SOUTH                   ",11234,1,0,1,1960,1," A1 ","8/12/15",1540000,3629,4250,1,"1940 - 1979"
"1658",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8645,25,NA,"A5"," 2666 MILL AVENUE                          ",11234,1,0,1,1965,1," A5 ","3/3/15",520000,1624,2326,1,"1940 - 1979"
"1659",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8645,26,NA,"A5"," 2670 MILL AVENUE                          ",11234,1,0,1,1965,1," A5 ","3/30/15",507000,1624,2326,0,"1940 - 1979"
"1660",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8647,5,NA,"A5"," 2675 EAST 63RD   STREET                   ",11234,1,0,1,1960,1," A5 ","4/20/15",572500,1152,2100,1,"1940 - 1979"
"1661",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8655,15,NA,"A1"," 2312 EAST 63RD   STREET                   ",11234,1,0,1,1950,1," A1 ","8/17/15",1625000,3120,5100,1,"1940 - 1979"
"1662",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8656,5,NA,"A2"," 2251 MILL AVENUE                          ",11234,1,0,1,1950,1," A2 ","3/24/15",630000,1744,5000,1,"1940 - 1979"
"1663",3,"MILL BASIN               ","01  ONE FAMILY DWELLINGS","1",8656,17,NA,"A2"," 2215 MILL AVENUE                          ",11234,1,0,1,1950,1," A2 ","6/11/15",522000,1744,5000,1,"1940 - 1979"
"1664",3,"NAVY YARD                ","01  ONE FAMILY DWELLINGS","1",1872,17,NA,"A9"," 17 VANDERBILT AVENUE                      ",11205,1,0,1,1910,1," A9 ","2/17/15",970000,1890,2500,1,"< 1940"
"1665",3,"OCEAN HILL               ","01  ONE FAMILY DWELLINGS","1",1522,47,NA,"A9"," 395 SUMPTER STREET                        ",11233,1,0,1,1899,1," A9 ","3/9/15",330000,1168,1667,1,"< 1940"
"1666",3,"OCEAN HILL               ","01  ONE FAMILY DWELLINGS","1",1530,12,NA,"S1"," 1905 FULTON STREET                        ",11233,1,1,2,1901,1," S1 ","10/8/15",350000,2324,1853,1,"< 1940"
"1667",3,"OCEAN HILL               ","01  ONE FAMILY DWELLINGS","1",1531,33,NA,"A1"," 198 SARATOGA AVENUE                       ",11233,1,0,1,1910,1," A9 ","6/29/15",150000,1100,1156,1,"< 1940"
"1668",3,"OCEAN HILL               ","01  ONE FAMILY DWELLINGS","1",1534,63,NA,"A9"," 163A HULL STREET                          ",11233,1,0,1,1899,1," A9 ","8/21/15",130000,1575,1500,1,"< 1940"
"1669",3,"OCEAN HILL               ","01  ONE FAMILY DWELLINGS","1",1539,7,NA,"A4"," 134 HULL STREET                           ",11233,1,0,1,1915,1," A4 ","9/11/15",584500,1745,1567,1,"< 1940"
"1670",3,"OCEAN HILL               ","01  ONE FAMILY DWELLINGS","1",1539,7,NA,"A4"," 134 HULL STREET                           ",11233,1,0,1,1915,1," A4 ","5/18/15",360000,1745,1567,1,"< 1940"
"1671",3,"OCEAN HILL               ","01  ONE FAMILY DWELLINGS","1",1551,32,NA,"A4"," 1219 HERKIMER STREET                      ",11233,1,0,1,1915,1," A4 ","7/30/15",499500,1935,1500,1,"< 1940"
"1672",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5356,14,NA,"A1"," 390 EAST 5TH   STREET                     ",11218,1,0,1,1910,1," A1 ","3/3/15",550000,1640,3000,1,"< 1940"
"1673",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5358,69,NA,"S1"," 309 OCEAN PARKWAY                         ",11218,1,1,2,1901,1," S1 ","1/7/16",1950000,2452,4500,0,"< 1940"
"1674",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5359,65,NA,"A1"," 399 EAST 7TH   STREET                     ",11218,1,0,1,1925,1," A1 ","12/28/15",1060000,1785,3374,1,"< 1940"
"1675",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5359,78,NA,"A1"," 369 EAST 7TH   STREET                     ",11218,1,0,1,1925,1," A1 ","9/16/15",875000,1617,2410,1,"< 1940"
"1676",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5360,12,NA,"A1"," 214 EAST 9 ST                             ",11218,1,0,1,1910,1," A1 ","7/31/15",780000,1679,2000,1,"< 1940"
"1677",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5360,38,NA,"A9"," 276 EAST 9TH STREET                       ",11218,1,0,1,1901,1," A9 ","6/30/15",972900,1476,2000,1,"< 1940"
"1678",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5361,51,NA,"A1"," 273 EAST 9TH STREET                       ",11218,1,0,1,1901,1," A1 ","9/1/15",1425000,1260,1480,1,"< 1940"
"1679",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5372,56,NA,"A5"," 545 EAST 3RD STREET                       ",11218,1,0,1,1915,1," A5 ","10/23/15",590000,1188,1717,1,"< 1940"
