"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","zip.code","residential.units","commercial.units","total.units","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.date","sale.price","gross.square.feet","land.square.feet","furnished.at.time.of.sale","year_group"
"1680",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5372,66,NA,"A1"," 525 EAST 3RD STREET                       ",11218,1,0,1,1925,1," A1 ","6/30/15",1580000,1700,5000,0,"< 1940"
"1681",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5372,71,NA,"A1"," 515 EAST 3RD   STREET                     ",11218,1,0,1,1925,1," A1 ","11/19/15",915000,1617,3000,1,"< 1940"
"1682",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5377,58,NA,"A1"," 433 EAST 8TH   STREET                     ",11218,1,0,1,1905,1," A1 ","11/19/15",755000,1340,2000,1,"< 1940"
"1683",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5378,76,NA,"A9"," 333 EAST 9TH STREET                       ",11218,1,0,1,1905,1," A9 ","11/13/15",7e+05,1376,2000,1,"< 1940"
"1684",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5378,169,NA,"A1"," 349 EAST 9TH   STREET                     ",11218,1,0,1,1925,1," A1 ","10/7/15",452500,900,1900,1,"< 1940"
"1685",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5395,58,NA,"S1"," 105 AVENUE F                              ",11218,1,1,2,1920,1," S1 ","9/29/15",4e+05,1920,1825,1,"< 1940"
"1686",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5396,12,NA,"A1"," 678 EAST 3 STREET                         ",11218,1,0,1,1920,1," A1 ","8/7/15",7e+05,1698,2000,1,"< 1940"
"1687",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5397,80,NA,"A1"," 683 E 3RD STREET                          ",11218,1,0,1,1910,1," A1 ","12/29/15",975000,1976,4000,0,"< 1940"
"1688",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5416,94,NA,"A5"," 179 WEBSTER AVENUE                        ",11230,1,0,1,1910,1," A5 ","4/21/15",835000,1360,2012,1,"< 1940"
"1689",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5419,18,NA,"A1"," 96 WEBSTER AVENUE                         ",11230,1,0,1,1901,1," A1 ","1/19/16",1350000,1600,5051,0,"< 1940"
"1690",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5421,46,NA,"A9"," 734 EAST 8TH STREET                       ",11230,1,0,1,1901,1," A9 ","8/27/15",820000,1360,1486,1,"< 1940"
"1691",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5423,85,NA,"A4"," 103 PARKVILLE AVENUE                      ",11230,1,0,1,2006,1," A4 ","8/11/15",2e+06,8725,4207,1,"> 1979"
"1692",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5425,36,NA,"A1"," 947 NEWKIRK AVENUE                        ",11230,1,0,1,1899,1," A1 ","10/30/15",750000,1848,3331,0,"< 1940"
"1693",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5428,12,NA,"A1"," 200 PARKVILLE AVENUE                      ",11230,1,0,1,1925,1," A1 ","9/3/15",999990,1620,2504,0,"< 1940"
"1694",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5495,804,NA,"A9"," 4822 BAY PARKWAY                          ",11230,1,0,1,1920,1," A9 ","10/13/15",1250000,1698,3000,1,"< 1940"
"1695",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5495,840,NA,"A9"," 4720 BAY PARKWAY                          ",11230,1,0,1,1935,1," A9 ","9/17/15",915000,1409,5935,1,"< 1940"
"1696",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5495,854,NA,"A9"," 1134 EAST 5TH   STREET                    ",11230,1,0,1,1930,1," A9 ","10/22/15",850500,1062,3000,1,"< 1940"
"1697",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",5495,1055,NA,"A1"," 1272 EAST 5TH ST                          ",11230,1,0,1,1930,1," A1 ","5/6/15",775000,1666,3900,1,"< 1940"
"1698",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6495,29,NA,"A9"," 804 EAST 8TH STREET                       ",11230,1,0,1,1925,1," A9 ","9/17/15",755000,1490,3013,1,"< 1940"
"1699",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6496,2,NA,"A5"," 806 FOSTER AVENUE                         ",11230,1,0,1,1920,1," A5 ","11/6/15",650000,1460,1960,1,"< 1940"
"1700",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6498,85,NA,"A1"," 729 EAST 10TH   STREET                    ",11230,1,0,1,1920,1," A1 ","7/7/15",840000,1561,1748,1,"< 1940"
"1701",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6498,86,NA,"A1"," 727 EAST 10TH STREET                      ",11230,1,0,1,1920,1," A1 ","3/17/15",855000,1378,1720,1,"< 1940"
"1702",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6501,112,NA,"S1"," 332 FOSTER AVENUE                         ",11230,1,1,2,1920,1," S1 ","2/10/15",165000,2560,2042,0,"< 1940"
"1703",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6503,76,NA,"A9"," 935 EAST 5 STREET                         ",11230,1,0,1,1925,1," A9 ","2/13/15",570000,1296,1975,1,"< 1940"
"1704",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6505,4,NA,"A5"," 208 ELMWOOD AVENUE                        ",11230,1,0,1,1945,1," A5 ","9/25/15",542500,960,1264,1,"1940 - 1979"
"1705",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6510,40,NA,"A1"," 902 EAST 8TH   STREET                     ",11230,1,0,1,1992,1," A1 ","10/27/15",3500000,4734,4820,1,"> 1979"
"1706",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6511,67,NA,"A1"," 867 EAST 8TH   STREET                     ",11230,1,0,1,1925,1," A1 ","7/9/15",2250000,2700,3000,1,"< 1940"
"1707",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6515,49,NA,"A1"," 205 AVENUE J                              ",11230,1,0,1,1920,1," A1 ","11/2/15",1200000,1732,3293,0,"< 1940"
"1708",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6517,77,NA,"A9"," 1035 EAST 4TH   STREET                    ",11230,1,0,1,1930,1," A9 ","3/18/15",1150000,1388,2500,1,"< 1940"
"1709",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6519,1,NA,"A3"," 905 OCEAN PARKWAY                         ",11230,1,0,1,1935,1," A3 ","8/19/15",4100000,3510,6500,1,"< 1940"
"1710",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6519,63,NA,"A3"," 953 OCEAN PARKWAY                         ",11230,1,0,1,1930,1," A3 ","9/17/15",4e+06,5390,6000,0,"< 1940"
"1711",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6519,81,NA,"A3"," 915 OCEAN PARKWAY                         ",11230,1,0,1,1935,1," A3 ","9/3/15",3250000,3278,6000,1,"< 1940"
"1712",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6522,1,NA,"A1"," 911 EAST 9TH   STREET                     ",11230,1,0,1,1993,1," A1 ","10/15/15",4e+06,2928,6000,0,"> 1979"
"1713",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6522,68,NA,"A1"," 947 EAST 9TH STREET                       ",11230,1,0,1,1930,1," A1 ","11/23/15",3300000,3900,4000,0,"< 1940"
"1714",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6522,74,NA,"A1"," 935 EAST 9TH   STREET                     ",11230,1,0,1,1930,1," A1 ","11/2/15",2100000,2303,4000,1,"< 1940"
"1715",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6530,36,NA,"A1"," 1078 EAST 10TH STREET                     ",11230,1,0,1,1925,1," A1 ","7/27/15",1410000,2280,4000,1,"< 1940"
"1716",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6539,43,NA,"A5"," 1374 EAST 4TH ST                          ",11230,1,0,1,1930,1," A5 ","10/14/15",999000,1760,2240,1,"< 1940"
"1717",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6540,17,NA,"A5"," 1322 EAST 5TH STREET                      ",11230,1,0,1,1930,1," A5 ","9/4/15",740000,1472,2150,1,"< 1940"
"1718",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6540,74,NA,"A9"," 1327 EAST 4TH   STREET                    ",11230,1,0,1,1920,1," A9 ","7/7/15",520000,1261,2000,1,"< 1940"
"1719",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6540,82,NA,"A9"," 1307 EAST 4TH STREET                      ",11230,1,0,1,1920,1," A9 ","2/5/15",810000,1261,2000,1,"< 1940"
"1720",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6541,64,NA,"A1"," 1363 EAST 5TH   STREET                    ",11230,1,0,1,1925,1," A1 ","8/27/15",7e+05,1910,2900,1,"< 1940"
"1721",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6542,35,NA,"A9"," 1350 EAST 7TH   STREET                    ",11230,1,0,1,1925,1," A9 ","6/1/15",690000,1392,2000,1,"< 1940"
"1722",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6545,28,NA,"A1"," 1254 EAST 10TH   STREET                   ",11230,1,0,1,1920,1," A1 ","11/25/15",845000,1537,2300,1,"< 1940"
"1723",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6545,45,NA,"S1"," 1296 EAST 10TH   STREET                   ",11230,1,1,2,1915,1," S1 ","5/12/15",995000,2320,2350,0,"< 1940"
"1724",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6546,83,NA,"A9"," 1211 EAST 10TH STREET                     ",11230,1,0,1,1920,1," A9 ","11/25/15",995000,1182,2000,0,"< 1940"
"1725",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6565,50,NA,"A9"," 211 AVENUE N                              ",11230,1,0,1,1920,1," A9 ","10/2/15",1250000,1652,4000,1,"< 1940"
"1726",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6567,88,NA,"A9"," 1399 EAST 4TH STREET                      ",11230,1,0,1,1930,1," A9 ","9/25/15",667500,1248,1975,1,"< 1940"
"1727",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6568,51,NA,"A3"," 1396 OCEAN PARKWAY                        ",11230,1,0,1,1930,1," A3 ","11/24/15",2636000,5060,3990,0,"< 1940"
"1728",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6570,49,NA,"A1"," 725 AVENUE N                              ",11230,1,0,1,1920,1," A1 ","12/30/15",1150000,3880,2520,1,"< 1940"
"1729",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6571,32,NA,"A9"," 1362 EAST 9TH STREET                      ",11230,1,0,1,1925,1," A9 ","11/16/15",885000,1216,2000,1,"< 1940"
"1730",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6583,90,NA,"S1"," 1619 MCDONALD AVENUE                      ",11230,1,1,2,1931,1," S1 ","8/25/15",7e+05,1900,2028,1,"< 1940"
"1731",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6586,57,NA,"A9"," 1579 EAST 4TH   STREET                    ",11230,1,0,1,1930,1," A9 ","9/17/15",1700000,1472,2600,1,"< 1940"
"1732",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6588,49,NA,"A9"," 623 AVENUE O                              ",11230,1,0,1,1925,1," A9 ","6/30/15",5e+05,1972,2633,0,"< 1940"
"1733",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6590,20,NA,"A3"," 1432 EAST 9TH STREET                      ",11230,1,0,1,2012,1," A3 ","5/28/15",960000,5527,4000,1,"> 1979"
"1734",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6612,25,NA,"A9"," 1552 OCEAN PARKWAY                        ",11230,1,0,1,1940,1," A9 ","5/12/15",1150000,1312,3000,1,"1940 - 1979"
"1735",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6614,51,NA,"A9"," 719 AVENUE P                              ",11223,1,0,1,1925,1," A9 ","6/24/15",8e+05,1312,1800,1,"< 1940"
"1736",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6614,69,NA,"A5"," 1657 EAST 7TH STREET                      ",11230,1,0,1,1925,1," A5 ","4/14/15",730000,1648,2450,0,"< 1940"
"1737",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6615,21,NA,"A1"," 1546 EAST 9TH STREET                      ",11230,1,0,1,1925,1," A1 ","12/15/15",1200000,1676,2900,1,"< 1940"
"1738",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6617,58,NA,"A9"," 1583 EAST 10TH STREET                     ",11230,1,0,1,1935,1," A9 ","10/21/15",999000,1544,2400,1,"< 1940"
"1739",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6634,5,NA,"S1"," 432 AVENUE P                              ",11223,1,1,2,1932,1," S1 ","2/12/15",1500000,2000,2000,1,"< 1940"
"1740",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6639,31,NA,"A9"," 1650 EAST 8TH STREET                      ",11223,1,0,1,1930,1," A9 ","10/9/15",840000,1370,2049,1,"< 1940"
"1741",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6639,37,NA,"A9"," 1662 EAST 8TH   STREET                    ",11223,1,0,1,1930,1," A9 ","10/13/15",720000,1370,2049,1,"< 1940"
"1742",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6639,78,NA,"A9"," 1707 EAST 7TH STREET                      ",11223,1,0,1,1920,1," A9 ","1/5/16",990000,1564,3073,1,"< 1940"
"1743",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6660,44,NA,"S1"," 543 KINGS HIGHWAY                         ",11223,1,1,2,1931,1," S1 ","10/15/15",815000,1792,1360,1,"< 1940"
"1744",3,"OCEAN PARKWAY-NORTH      ","01  ONE FAMILY DWELLINGS","1",6661,11,NA,"A1"," 464 QUENTIN ROAD                          ",11223,1,0,1,1925,1," A1 ","7/31/15",2660000,1638,3600,1,"< 1940"
"1745",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",6666,67,NA,"A1"," 1760 EAST 10TH   STREET                   ",11223,1,0,1,1925,1," A1 ","6/19/15",975000,1600,2375,1,"< 1940"
"1746",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",6681,211,NA,"A3"," 1897 EAST 2ND   STREET                    ",11223,1,0,1,1920,1," A3 ","4/2/15",1249264,2550,3000,1,"< 1940"
"1747",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",6681,292,NA,"A3"," 1925 EAST 3RD STREET                      ",11223,1,0,1,1920,1," A3 ","5/5/15",4500000,2780,5000,1,"< 1940"
"1748",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",6681,321,NA,"A1"," 1900 EAST 5TH   STREET                    ",11223,1,0,1,1920,1," A1 ","9/9/15",3200000,2712,4000,1,"< 1940"
"1749",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",6681,472,NA,"A3"," 501 AVENUE S                              ",11223,1,0,1,1920,1," A3 ","7/30/15",7250000,3072,6000,1,"< 1940"
"1750",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",6681,486,NA,"A3"," 1933 EAST 5TH   STREET                    ",11223,1,0,1,1920,1," A3 ","4/22/15",4400000,2286,4000,1,"< 1940"
"1751",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",6681,1115,NA,"S1"," 484 KINGS HIGHWAY                         ",11223,1,1,2,1931,1," S1 ","9/17/15",7e+05,1734,1240,1,"< 1940"
"1752",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",6684,5,NA,"A1"," 812 AVENUE R                              ",11223,1,0,1,2006,1," A1 ","12/15/15",6200000,5150,4000,0,"> 1979"
"1753",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",6684,18,NA,"A1"," 1832 EAST 9TH   STREET                    ",11223,1,0,1,1920,1," A1 ","4/23/15",1240000,1620,2800,1,"< 1940"
"1754",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7104,85,NA,"A1"," 1954 EAST 1ST STREET                      ",11223,1,0,1,1925,1," A1 ","7/16/15",1650000,1434,3000,1,"< 1940"
"1755",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7104,124,NA,"A5"," 1902 EAST 1ST   STREET                    ",11223,1,0,1,1945,1," A5 ","7/27/15",570000,1400,1200,1,"1940 - 1979"
"1756",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7104,436,NA,"A1"," 2033 WEST STREET                          ",11223,1,0,1,1925,1," A1 ","12/24/15",950000,1404,3000,1,"< 1940"
"1757",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7104,437,NA,"A1"," 2029 WEST STREET                          ",11223,1,0,1,1925,1," A1 ","7/30/15",1400000,1404,3000,1,"< 1940"
"1758",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7105,65,NA,"A3"," 430 AVENUE T                              ",11223,1,0,1,1930,1," A3 ","10/27/15",8600000,3486,6000,1,"< 1940"
"1759",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7106,176,NA,"A1"," 2018 EAST 4TH   STREET                    ",11223,1,0,1,1925,1," A1 ","2/11/15",3850000,2478,4000,1,"< 1940"
"1760",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7107,68,NA,"A1"," 2097 EAST 4TH   STREET                    ",11223,1,0,1,1992,1," A1 ","1/11/16",1925000,2176,3600,1,"> 1979"
"1761",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7107,157,NA,"A1"," 2056 EAST 5TH   STREET                    ",11223,1,0,1,1925,1," A1 ","6/24/15",3900000,2513,4000,1,"< 1940"
"1762",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7108,105,NA,"A1"," 2045 EAST 5TH   STREET                    ",11223,1,0,1,1925,1," A1 ","10/13/15",5750000,2648,5000,1,"< 1940"
"1763",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7108,181,NA,"A1"," 511 AVENUE T                              ",11223,1,0,1,1925,1," A1 ","7/28/15",5750000,2951,6000,1,"< 1940"
"1764",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7110,68,NA,"A5"," 2109 EAST 7TH   STREET                    ",11223,1,0,1,1910,1," A5 ","11/6/15",7e+05,1734,2460,1,"< 1940"
"1765",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7125,30,NA,"A5"," 26 VILLAGE ROAD EAST                      ",11223,1,0,1,1930,1," A5 ","12/8/15",555000,1024,2797,1,"< 1940"
"1766",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7132,47,NA,"A9"," 2239 EAST 5TH STREET                      ",11223,1,0,1,1925,1," A9 ","10/22/15",1075000,1264,2200,1,"< 1940"
"1767",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7132,48,NA,"A9"," 2237 EAST 5TH STREET                      ",11223,1,0,1,1925,1," A9 ","10/22/15",999000,1264,2200,1,"< 1940"
"1768",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7133,6,NA,"S1"," 618 AVENUE U                              ",11223,1,1,2,1931,1," S1 ","12/23/15",999999,1576,1750,0,"< 1940"
"1769",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7151,47,NA,"A9"," 11 STRYKER STREET                         ",11223,1,0,1,1920,1," A9 ","6/16/15",890000,1410,1933,1,"< 1940"
"1770",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7152,29,NA,"A1"," 2252 EAST 1ST   STREET                    ",11223,1,0,1,1930,1," A1 ","10/13/15",720000,1152,2000,0,"< 1940"
"1771",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7159,192,NA,"A1"," 2223 EAST 8TH STREET                      ",11223,1,0,1,1930,1," A1 ","7/6/15",9e+05,1280,1900,1,"< 1940"
"1772",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7159,193,NA,"A5"," 2221 EAST 8TH   STREET                    ",11223,1,0,1,1930,1," A5 ","7/1/15",1300000,1312,2000,1,"< 1940"
"1773",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7159,194,NA,"A5"," 2217 EAST 8TH STREET                      ",11223,1,0,1,1930,1," A5 ","7/1/15",897229,1312,2000,1,"< 1940"
"1774",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7159,196,NA,"A1"," 2213 EAST 8TH   STREET                    ",11223,1,0,1,1930,1," A1 ","8/10/15",998500,1280,2100,1,"< 1940"
"1775",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7177,13,NA,"A1"," 2330 EAST 2ND STREET                      ",11223,1,0,1,1920,1," A1 ","10/28/15",9e+05,1272,2668,1,"< 1940"
"1776",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7179,2,NA,"A9"," 412 AVENUE W                              ",11223,1,0,1,1950,1," A9 ","12/8/15",785000,2070,2000,0,"1940 - 1979"
"1777",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7181,29,NA,"A5"," 2354 OCEAN PARKWAY                        ",11223,1,0,1,1935,1," A5 ","9/25/15",875000,2011,1830,1,"< 1940"
"1778",3,"OCEAN PARKWAY-SOUTH      ","01  ONE FAMILY DWELLINGS","1",7243,72,NA,"A5"," 2629 HUBBARD STREET                       ",11235,1,0,1,1930,1," A5 ","12/1/15",530000,1604,1600,1,"< 1940"
"1779",3,"OLD MILL BASIN           ","01  ONE FAMILY DWELLINGS","1",7848,55,NA,"A9"," 1534 EAST 51ST STREET                     ",11234,1,0,1,1920,1," A9 ","8/31/15",380000,868,1782,1,"< 1940"
"1780",3,"OLD MILL BASIN           ","01  ONE FAMILY DWELLINGS","1",7848,56,NA,"A9"," 1536 EAST 51ST STREET                     ",11234,1,0,1,1920,1," A9 ","10/19/15",4e+05,868,1800,1,"< 1940"
"1781",3,"OLD MILL BASIN           ","01  ONE FAMILY DWELLINGS","1",7848,70,NA,"A1"," 1570 EAST 51ST STREET                     ",11234,1,0,1,1920,1," A1 ","8/20/15",482000,1088,2650,1,"< 1940"
"1782",3,"OLD MILL BASIN           ","01  ONE FAMILY DWELLINGS","1",7850,51,NA,"A9"," 5220 AVENUE L                             ",11234,1,0,1,1925,1," A9 ","8/7/15",380000,1096,1800,1,"< 1940"
"1783",3,"OLD MILL BASIN           ","01  ONE FAMILY DWELLINGS","1",7850,77,NA,"A9"," 1488 EAST 53RD STREET                     ",11234,1,0,1,1925,1," A9 ","11/30/15",390000,1024,1800,1,"< 1940"
"1784",3,"OLD MILL BASIN           ","01  ONE FAMILY DWELLINGS","1",7851,20,NA,"A9"," 1483 EAST 53RD STREET                     ",11234,1,0,1,1925,1," A9 ","11/6/15",233000,868,1800,1,"< 1940"
"1785",3,"OLD MILL BASIN           ","01  ONE FAMILY DWELLINGS","1",7851,81,NA,"A9"," 1460 EAST 54TH STREET                     ",11234,1,0,1,1925,1," A9 ","7/8/15",380000,916,1800,1,"< 1940"
"1786",3,"OLD MILL BASIN           ","01  ONE FAMILY DWELLINGS","1",7852,37,NA,"A9"," 1409 EAST 54TH   STREET                   ",11234,1,0,1,1925,1," A9 ","8/20/15",385000,952,1800,1,"< 1940"
"1787",3,"OLD MILL BASIN           ","01  ONE FAMILY DWELLINGS","1",7852,40,NA,"A9"," 1403 EAST 54TH   STREET                   ",11234,1,0,1,1925,1," A9 ","12/18/15",3e+05,952,1800,1,"< 1940"
"1788",3,"OLD MILL BASIN           ","01  ONE FAMILY DWELLINGS","1",7855,70,NA,"A5"," 1318 EAST 58TH STREET                     ",11234,1,0,1,1955,1," A5 ","2/13/15",485000,2213,2500,0,"1940 - 1979"
